,text,color,size,position,time,sn,userid
199,海嗨嗨嗨嗨👏👏👏👏👏,#00C3FC,1,0,315,42633677,yzf8rvkgnk
200,兔子超ㄐ歪,#FFFFFF,1,0,316,37182596,rockman73
201,烏薩奇寶貝,#FFFFFF,1,0,323,44529406,st5109185
202,好可愛,#FFFFFF,1,0,324,38508089,Furabbit
203,感覺超黏踢踢的,#FFFFFF,1,0,325,38219587,keroro9987
204,在幹嘛,#00FF91,1,0,325,41977362,Alice5555
205,吉八,#FFFFFF,2,0,325,43824367,NOSAJJASON
206,看起來很好吃,#FFFFFF,1,0,329,43200774,amy20130605
207,呀～～～,#FFFFFF,1,0,332,39926073,kg147369
208,兄弟 你好香阿,#FFFFFF,1,0,332,42273064,q8882020
209,好可愛,#FFFFFF,1,0,334,42109022,alerub
210,可惡 我居然為了吉伊卡哇課金,#FF0026,1,2,335,41989040,fly410149
211,最喜歡烏薩奇+1～～～,#FFFFFF,1,0,335,44131268,tina117
212,兄弟 你好甜,#FFFFFF,1,0,340,37912085,thffhrherh5
213,想吃鬆餅,#FFFFFF,1,0,342,38798408,shadow121010
214,廣告比影片久XD,#FFFFFF,1,0,342,43809188,pikachiuweii
215,???,#FFFFFF,1,0,344,40801113,Angela213120
216,好可愛喔,#FFFFFF,1,0,347,43024888,j1070526
217,兄弟你好香,#FF0026,1,0,350,38700882,milkppt
218,我12了,#FF0026,1,0,355,44035485,Dhkwk
219,好可愛~,#FFFFFF,1,0,356,38496581,vicky220
220,兔哥,#FFFFFF,1,0,356,43754904,s1080025
221,影片90秒 廣告30秒,#FFFFFF,1,0,356,44744709,a4391030
222,???,#FFFFFF,1,0,359,41709872,joe71406
223,兄弟你好香,#FFFFFF,1,0,359,44049543,A524gino
224,蛤?,#FFFFFF,1,0,360,41701450,gl0507
225,好讚,#FFFFFF,1,0,364,37285672,k122662479
226,我也要吃布丁,#FFFFFF,1,0,365,43908582,Anima0415
227,y,#FFFFFF,1,0,366,42795395,haps108240
228,嗨,#FFFFFF,1,0,370,41337806,CATDOG2333
229,咿咿咿咿咿咿咿咿咿咿咿咿咿咿,#FFFFFF,1,0,372,43519307,joy613536
230,過半警告,#FFFFFF,1,0,376,37359970,robin7331899
231,感謝巴哈上動畫,#FFFFFF,1,0,378,37257322,mo0209
232,嗨,#FFFFFF,1,0,380,42678961,s109231
233,好可愛,#FFFFFF,1,0,380,43032398,Katie2013
234,喔我要不行惹,#FFFFFF,1,0,382,43650219,annana566
235,課爆!!!!!!!!!!!!!!!!!!!!!!,#FFFFFF,1,0,386,42317242,lois19920926
236,可愛,#FF9625,2,2,387,42532160,rosa0812
237,&2&8/$:7.!/,#FFFFFF,1,0,390,41438770,s0714eddie
238,會有螞蟻XD,#0036FA,1,0,392,39963278,haru15
239,我竟然有反應欸！！！,#FF0026,1,1,395,44035489,Dhkwk
240,口愛,#FFFFFF,1,0,397,38841610,roucichiu
241,我的屁股⬇️,#FFFFFF,2,1,398,37740788,Luna1023
242,好好吃,#FFFFFF,1,0,400,43023482,cxj20130622
243,哇,#FFFFFF,1,0,400,44529562,st5109185
244,看到壞鬆餅直接笑出來,#FFFFFF,1,0,405,41223436,kbfr
245,好可愛,#FFFFFF,1,0,405,42949205,ye978799
246,碰！,#FDE53D,2,2,408,37209651,seeso
247,可愛,#FFFFFF,1,0,410,41576686,Yuooo1221
248,你這個壞鬆餅,#FF0026,1,2,415,40285661,wegt458
249,碰,#FFFFFF,1,0,416,42220545,qOuOl
250,怎麼到處都有homo阿 (惱,#FFFFFF,1,0,428,37933031,udte0503
251,寶寶!,#FFFFFF,1,0,431,42192993,peter880421
252,兄弟…,#FFFFFF,1,0,438,39010683,yukipedia
253,過半警告(也太快xd),#FFFFFF,1,0,440,44467853,Meatbun1204
254,<(˙▽˙<),#FF9496,2,0,442,37651666,pinky122116
255,好可愛,#FF0026,1,1,442,42577275,ryanwu0615
256,碰,#00FF91,1,0,444,41946188,Onandoff
257,這筆天竺鼠車車還短耶,#FFFFFF,1,0,448,41597804,nico7214034
258,😯,#FFFFFF,1,0,450,40744524,ooxx1125
259,Isuzu b hsushshushs sixoxiu🫒😂🫒,#00FF91,1,0,450,41438775,s0714eddie
260,我朋友射了,#FF0026,1,1,455,44035504,Bro0201
261,兔子好鬧🤣🤣可愛,#FFFFFF,1,0,460,41452694,nina766335
262,鬆餅，你好香( 。ớ ₃ờ)ھ,#FFFFFF,1,0,463,43683890,annana566
263,人類：手機先吃,#FFFFFF,1,0,463,43683900,annana566
264,這食物這算不算SM,#FFFFFF,1,0,463,43683911,annana566
265,呀哈,#FFFFFF,1,0,464,43703781,schy90503
266,磅！,#FDE53D,1,2,465,37363800,chenwenxin
267,兄弟 想趴你,#FFFFFF,1,0,465,37912091,thffhrherh5
268,為什麼要拍？,#FFFFFF,1,0,465,40271978,Bananaaa
269,真的好療癒,#FF9496,2,0,466,42934909,yuyan5831
270,什麼可愛小卡通！根本美食節目嗎🧡🧡！,#FDE53D,2,0,466,44403861,wunuynuy
271,%,#FDE53D,1,0,467,37090648,xman123
272,好愛兔兔的精神狀態,#FFFFFF,1,0,468,42694476,mia7721
273,spanking,#FFFFFF,1,0,471,42004802,Newbiesama
274,我也想拍打鬆餅,#FF0026,2,0,474,37172402,qwe30315
275,烏薩奇,#FFFFFF,1,0,475,42552428,Jamei0111
276,2月9日,#FFFFFF,1,0,475,43843917,Mia1020214
277,好香啊,#FFFFFF,1,0,477,41817960,cjad20010827
278,bonk,#FFFFFF,1,0,478,37102731,sevenwgsss
279,%,#FFFFFF,1,0,480,37093635,BBB122328
280,好想吃,#FFFFFF,1,0,480,44529563,st5109185
281,哈哈哈,#FFFFFF,1,0,485,42454655,ayiimilk
282,好可愛,#FF9496,2,0,487,41465869,ching72325
283,謝謝巴哈,#FFFFFF,1,0,489,38014630,tiger5567
284,無敵可愛！！,#FFFFFF,1,0,489,38496585,vicky220
285,我切切切！,#FFFFFF,2,2,490,41385333,cecelia0407
286,超可愛ㄟ,#00C3FC,1,0,490,43594337,yqr1009
287,好好吃,#FFFFFF,1,0,495,38508093,Furabbit
288,快被可愛死了救命,#FFFFFF,2,0,495,40538581,shmily120433
289,打我屁股,#FF0026,2,1,496,39378644,BHSN000058k3
290,食物SM,#FDE53D,2,2,497,41032278,sunnyjiss6
291,過半警告,#FFFFFF,1,0,499,42532879,JIGUANG2010
292,不要玩食物,#FFFFFF,1,0,503,38219600,keroro9987
293,2024/11/11簽,#FFFFFF,1,0,503,42694481,mia7721
294,???????????????????????????,#FFFFFF,1,0,508,40801122,Angela213120
295,這是太熱再拍坐墊的感覺,#FFFFFF,1,0,510,41544582,yuri930603
296,%%%,#FFFFFF,1,0,515,40226976,rc20081109
297,感謝巴哈上架超可愛動畫！,#FFFFFF,1,0,517,37138683,amazingcaty
298,好想扁他們喔,#FFFFFF,1,0,518,41721397,alen940115
299,wow,#FFFFFF,1,0,519,44155003,timlin0808
300,😋,#FFFFFF,1,0,520,37869385,m18322415928
301,我想吃鬆餅🥞,#FFFFFF,1,0,520,38905017,n1073219
302,吃貨兔兔,#FFFFFF,1,0,520,44744627,rvvvv
303,好可愛,#FF9496,1,0,522,40667147,ariel0321
304,咖哇伊,#FFFFFF,1,0,524,37110884,Ohayouu
305,讓我想到打女友屁股,#FFFFFF,1,0,524,38239728,s7012806
306,好想吃,#FF0026,2,0,527,37172403,qwe30315
307,拍打洛可阿嬤,#FFFFFF,1,0,528,37209148,sholfen
308,看起來也太好吃,#FFFFFF,1,0,535,40271980,Bananaaa
309,好吃,#FFFFFF,1,0,535,40525529,monkeyyo001
